id,phone_sequence
mrjm4_sx229,
mrjm4_sx319,
mrjm4_sx409,
mrjm4_sx49,J
mrjr0_si1182,Gb
mrjr0_si1812,KP
mrjr0_si2313,D
mrjr0_sx102,G
mrjr0_sx12,
mrjr0_sx192,
mrjr0_sx282,GK
mrjr0_sx372,GTP
mroa0_si1307,K
mroa0_si1970,U
mroa0_si677,
mroa0_sx137,OGK
mroa0_sx227,
mroa0_sx317,
mroa0_sx407,B
mroa0_sx47,
mrtk0_si1093,
mrtk0_si1723,G
mrtk0_si1750,FGa
mrtk0_sx103,
mrtk0_sx13,G
mrtk0_sx193,De
mrtk0_sx283,e
mrtk0_sx373,G
mrws1_si1130,rg
mrws1_si1496,bK
mrws1_si500,G
mrws1_sx140,K
mrws1_sx230,GaIG
mrws1_sx320,
mrws1_sx410,
mrws1_sx50,B
mtaa0_si1285,JG
mtaa0_si1915,KwE
mtaa0_si596,
mtaa0_sx115,
mtaa0_sx205,JG
mtaa0_sx25,G
mtaa0_sx295,G
mtaa0_sx385,Ga
mtdt0_si1994,Jg
mtdt0_si2254,G
mtdt0_si994,z
mtdt0_sx184,G
mtdt0_sx274,K
mtdt0_sx364,BeK
mtdt0_sx4,z
mtdt0_sx94,
mteb0_si1133,OG
mteb0_si2064,G
mteb0_si503,G
mteb0_sx143,
mteb0_sx233,
mteb0_sx323,
mteb0_sx413,
mteb0_sx53,s
mthc0_si1015,rKPK
mthc0_si1645,BJ
mthc0_si2275,K
mthc0_sx115,T
mthc0_sx205,e
mthc0_sx25,G
mthc0_sx295,KO
mthc0_sx385,PGa
mwjg0_si1124,KB
mwjg0_si1754,s
mwjg0_si494,a
mwjg0_sx134,
mwjg0_sx224,
mwjg0_sx314,G
mwjg0_sx404,
mwjg0_sx44,
fdhc0_si1559,G
fdhc0_si2189,
fdhc0_si929,GT
fdhc0_sx119,
fdhc0_sx209,
fdhc0_sx29,b
fdhc0_sx299,B
fdhc0_sx389,b
felc0_si1386,Ken
felc0_si2016,Pb
felc0_si756,JG
felc0_sx126,iG
felc0_sx216,
felc0_sx306,HGLzG
felc0_sx36,
felc0_sx396,KGb
fjlm0_si1043,
fjlm0_si1673,
fjlm0_si2303,zG
fjlm0_sx143,G
fjlm0_sx233,
fjlm0_sx323,TP
fjlm0_sx413,KSG
fjlm0_sx53,
fmgd0_si1564,G
fmgd0_si2194,DK
fmgd0_si934,K
fmgd0_sx124,G
fmgd0_sx214,
fmgd0_sx304,Pe
fmgd0_sx34,Kr
fmgd0_sx394,
fmld0_si2185,PKa
fmld0_si822,G
fmld0_si925,
fmld0_sx115,
fmld0_sx205,JG
fmld0_sx25,G
fmld0_sx295,G
fmld0_sx385,a
fnlp0_si1308,eG
fnlp0_si1938,
fnlp0_si678,b
fnlp0_sx138,DG
fnlp0_sx228,
fnlp0_sx318,eGb
fnlp0_sx408,PK
fnlp0_sx48,e
fpas0_si1272,
fpas0_si2204,a
fpas0_si944,
fpas0_sx134,
fpas0_sx224,
fpas0_sx314,G
fpas0_sx404,
fpas0_sx44,
fpkt0_si1538,
fpkt0_si2168,
fpkt0_si908,
fpkt0_sx188,a
fpkt0_sx278,KeK
fpkt0_sx368,D
fpkt0_sx8,L
fpkt0_sx98,K
mbpm0_si1577,PK
mbpm0_si1584,Bg
mbpm0_si947,a
mbpm0_sx137,GK
mbpm0_sx227,K
mbpm0_sx317,
mbpm0_sx407,K
mbpm0_sx47,
mcmj0_si1094,
mcmj0_si464,eG
mcmj0_si602,Gae
mcmj0_sx104,
mcmj0_sx14,
mcmj0_sx194,
mcmj0_sx284,GKG
mcmj0_sx374,P
mdab0_si1039,KP
mdab0_si1669,
mdab0_si2299,
mdab0_sx139,K
mdab0_sx229,
mdab0_sx319,Te
mdab0_sx409,
mdab0_sx49,KD
mgrt0_si1450,KgQKO
mgrt0_si2080,JG
mgrt0_si820,GLzG
mgrt0_sx10,
mgrt0_sx100,zG
mgrt0_sx190,B
mgrt0_sx280,a
mgrt0_sx370,K
mjdh0_si1354,gn
mjdh0_si1984,
mjdh0_si724,GJ
mjdh0_sx184,
mjdh0_sx274,sK
mjdh0_sx364,BN
mjdh0_sx4,
mjdh0_sx94,K
mjln0_si1449,eG
mjln0_si2079,aIG
mjln0_si819,
mjln0_sx189,De
mjln0_sx279,
mjln0_sx369,OG
mjln0_sx9,
mjln0_sx99,G
mjmp0_si1535,PKJ
mjmp0_si1791,Ne
mjmp0_si905,J
mjmp0_sx185,G
mjmp0_sx275,G
mjmp0_sx365,G
mjmp0_sx5,g
mjmp0_sx95,
mklt0_si1213,
mklt0_si1843,GK
mklt0_si583,
mklt0_sx133,TPK
mklt0_sx223,
mklt0_sx313,Ba
mklt0_sx403,b
mklt0_sx43,J
mlll0_si1363,b
mlll0_si1993,L
mlll0_si733,rK
mlll0_sx103,
mlll0_sx13,n
mlll0_sx193,Dvb
mlll0_sx283,TPKB
mlll0_sx373,G
mlnt0_si1574,B
mlnt0_si1902,
mlnt0_si642,GKP
mlnt0_sx102,
mlnt0_sx12,
mlnt0_sx192,K
mlnt0_sx282,B
mlnt0_sx372,g
mnjm0_si1580,
mnjm0_si2210,
mnjm0_si950,KDgFK
mnjm0_sx140,
mnjm0_sx230,eG
mnjm0_sx320,
mnjm0_sx410,Ke
mnjm0_sx50,B
mpam0_si1189,De
mpam0_si1819,DK
mpam0_si1961,KGK
mpam0_sx109,Tb
mpam0_sx19,
mpam0_sx199,Te
mpam0_sx289,
mpam0_sx379,
mtas1_si1473,
mtas1_si2098,PKG
mtas1_si838,Pg
mtas1_sx118,s
mtas1_sx208,
mtas1_sx28,G
mtas1_sx298,KOK
mtas1_sx388,bKr
mtls0_si1370,G
mtls0_si2000,
mtls0_si740,
mtls0_sx110,
mtls0_sx20,DzG
mtls0_sx200,K
mtls0_sx290,J
mtls0_sx380,K
mwbt0_si1553,b
mwbt0_si2183,K
mwbt0_si923,KP
mwbt0_sx113,zG
mwbt0_sx203,DnKD
mwbt0_sx23,aK
mwbt0_sx293,
mwbt0_sx383,KOK
mwew0_si1361,
mwew0_si1991,
mwew0_si731,
mwew0_sx101,G
mwew0_sx11,
mwew0_sx191,G
mwew0_sx281,JG
mwew0_sx371,
