id,phone_sequence
fcmh0_si2084,SBcmbLhbmnLMyCwDLksbwDL
fcmh0_si824,JnQaBtrDUJnCIsLiKwDLkeagUJswEwDUJgsDLHInLHIrIsKwDLMyPLlyLDCbDEwstbLKIrwJL
fcmh0_sx104,vyJLMFBFBcLkagDLIcCcLsLurL
fcmh0_sx14,HhytaIwtNLMlwrIrwUJLwsUMJwsLUJsnsbebCDrLlIyQyPlnQIytaICyEBacL
fcmh0_sx194,wsyswDzKzaGswSngDeageagLkwsKwDEDL
fcmh0_sx284,izbtLMcagLyTyPaILuTPLkuwDtNsQhrecLcwJwDzKwytysLiLHIrLiKwJUL
fcmh0_sx374,izaDELByEDJLKnBtwsKitaSIgBcQwEDEL
fdac1_si1474,vgbnJLAybebgDCsbsbAbDyvyUJbDLBwtLDCDCaLMwJLMJbsyJULJL
fdac1_si2104,vLagaCLvgagagvKvytNJagaLsLkBlBgnKJLMkwcLhQBFGScnJsyvALyLbmBgbJLMJL
fdac1_si844,tegaeJLMbnbLlDCnLAHaBFaBcQtswKJKwnDUJsywUJUwULiKisywQLMLbLMAysLAJLHbebDLJnbQbgbLiMaGaBLsLJLHnbragIywDLMJL
fdac1_sx124,HgagaLULzswsLJLCsmnwLHuywPmrarILhyPcmcQtaeaBEL
fdac1_sx214,lcCagaDByDLDLkwPFBgaeDlnwJLhtgbLkwSBbLSLuBnJnDLMLwDlnwJgDJL
fdac1_sx304,iKysLJLMeagagDLAyEDwUJLKtICgaDCntrIsnJLMbgDwDlnsbcSCSagDL
fdac1_sx34,MbeaDCLwPwLiKibeaeByJLMsnsmyLksUKsnwUJLJL
fdac1_sx394,AbaeaeBJywDCsLJLhaeaeFDEDUJwDLMytJLAIagaDL
fdms0_si1218,HBcLJCDCBaIBQrLMSBnBagDvDwDLHvbKDLDUJL
fdms0_si1502,wBwUDncgbwLUbLBgLHvAbnbwLDEbsLAbsytHSBgwLMyswLwLHswLALhDeaDLzKwJwLHbnrL
fdms0_si1848,SByLAuwDLkbgwLMJyPLkSyULADLkgDBgLAIDBLHyLHBL
fdms0_sx138,DwLABcDUwLAnJUDrJLwBJwDwLAJLwDUwtJLHIrtAyDL
fdms0_sx228,kwvyLHAtaSGwLcBQIwDBlBcLtywDKwDL
fdms0_sx318,HByJLMwsLCcgcLwLMvsDnwnwUJceLhwytSBtIagaJLJML
fdms0_sx408,gLukIgcLlwJncLhSGwLHnvgvbvbQwDLMwDwtLibDsyEDELDzKL
fdms0_sx48,uIbnDcLkrebgaLAuIyPDvrIbLHIELDETwDLHvDwLvbnwLJL
fdrw0_si1283,lwmywEwDwnKnBLMNJwlwQCsyGgbLMwsPmysmycataBegbaLwLAsyUQIegbaLHclBybnLJtgIrJLMJL
fdrw0_si1423,MLhbeLkFBagDvTyLAeagmencLMwLhHBgcgcFBcL
fdrw0_si653,KwBysmwUJwUwIybaeagcmySyaBwLhDeaeBywLJKJML
fdrw0_sx113,bsbnDcbJLHuwBbeaLkcDCDgnwDLDLwsULAhwLtIyTwLhbeagatLHALyLJL
fdrw0_sx203,HlwLAagcUBngsybDwLkwLHIceLHBysyLbLlwKzwBaBgacrL
fdrw0_sx23,lwBwFUDQyUJwKJKwDUJMaCwDeagsUDCBaDQcBcJtBysyvyL
fdrw0_sx293,AtByJLMsLlwULMnrnmyLMAswLhcLAagaLMwlwLAtybsDwnUJtnwDCsbsyL
fdrw0_sx383,lwLAaLHwLALywDbKibLHACPwDcaFBSaIwEbnDBQIcacLAL
fedw0_si1084,DLhnLHsECBPvLCsgsLhysLhFctSaCgsKJKzncDmDLaeacQLlsyKJKibsyLtaBDQtSysLiLbnegcLhwsKsyLJyQatJL
fedw0_si1653,vHvusyJLaFBLAJcPcLlwDHUBsgL
fedw0_si1714,AKvAywnrFJHSgIFBPBecacaLALSBLDaDBcFBsKJLkbnLlsybnDL
fedw0_sx184,lsLAbLJUCsyTbaeaeaBLaBeSsUJvHrIsyLJLDCagLTyTywrUJLJL
fedw0_sx274,ABDnctHASBcJwPUNLHhgeagaLhwBFBcLAKzywrIwnwJLCDcJagLziKL
fedw0_sx364,yLzMKncbDLMvbagaCBsysLwbELAHaeDCBaJLAaeBgDJagmwsLSLDSwLlwLhHaIsLMbaeDLDhcbmQsysLUJvyLwyDJwtJLMwCDCLHAaBagLML
fedw0_sx4,kLAJzbsDCnbgswnIgIsDEDCBaSaCDCgnDswLhgegeSaSILuwDvaBaeaIwLHL
fedw0_sx94,TeaSDLAJLzrwJBFaFeQLAagaCgDLAbDysbswJLiMIyLJL
fgjd0_si1179,ASBgLKncLlwyUwtNtnLAJLlLhyL
fgjd0_si549,syJLHIFLQIrDUJULwLMwJgsUNlwysLAJnLMrwDJwQLhgrIsKcLABIgbJtrDUJLHyJLBaBysyL
fgjd0_si818,HhgFeFeCDJswLAarBwLiJLMIsnwUJDCDwLHaIBsyLwswDLMwnwDLMwSQIrtBLnceLMKrJaImIwLAJwLDBJUL
fgjd0_sx189,MJwUJLzrIaGsyLnIytageQIrBsmwsLMwDCgbgeaLswLJL
fgjd0_sx279,beBJwUwLlwBLMysysLMScSrLaASwLlneJwLHrQLhwsKwDQwUDFBFeBLSaIrwlyL
fgjd0_sx369,haLHsLHrmFQwlwBwQIyEDrCDCywrBevBUJL
fgjd0_sx9,vASgrnrIryTyPHSaeSyPSrBSbsyL
fgjd0_sx99,wDswkyLQBJcJeagnLkySwUJLhlsDJLJrnrDvagnrgaILAyDJL
fjem0_si1264,MlywbnwDLNJwUFaBLMDsPwLwNtNtJacDLurUJLHhcFLhAwDwQtrUJUBPUJtL
fjem0_si1894,hgtalrnIybwDTvwCDCaQtAvywJwLANUTywUJwLAuaeBPL
fjem0_si634,vTywrnvywswJLASGgLtrJLtBSswUNtJlwQtQBysLlwQnrIsGyEwCDCLhagmsDnwmwQLCDyDwtJCDJtBagbDwDctJL
fjem0_sx184,lwLAHbgbLJLCbebaBaBGswJMHrLJULDCagywbsPDCUJL
fjem0_sx274,ABcntBSwJwPwLHhgnlPBwLKAKzwrIywJLDctJtJagagwLUJKJUL
fjem0_sx364,yLzacDLMvHgagwCBysysbsEDLAceCSBatJLAHFBgwDUJcagmwLkSBSwUNlwLtInsLTbegDnbmwsyvymwECwDUJUJcJLMwCLHvarPL
fjem0_sx4,iKzwsyDEDCswLrIbnCDCagCDCgDyswLhtgFcSIrLAwEDCvCarDL
fjem0_sx94,wTaecDJLrUJSBcQLAgaDwDLAsbwDLybnwJLiKIyLMJL
fjmg0_si1181,HIaLhrwyULkwLHIbsnwUJwCLhcFcLALwUnDbsbLAJUBnDLwDUJLMwCnrbDwDCBgDCbgnLDL
fjmg0_si1811,HIsbnsUJABgsvwULSBagagrLhIbnDwrJbsnLhHIbnbNLMceJByEyL
fjmg0_si551,wswUJUwDCDbgbLlnrnrbDCnDbaLMwJLysyLMivAbagaBLknLtJaBLHLMtLkL
fjmg0_sx101,MAwDLwrLCagagILDCUiFeLuwnDLkbnLArIgsLlnLHAgbJIbnbDCUJtIraBvaBaLkbsyEyJL
fjmg0_sx11,vyLBcBABUacBgbaeaAaeIrIsnIrwBagrCtL
fjmg0_sx191,lSwsJLAkIatJaeaDybaLAMAJzyJbsKJKDUJwSESagDLJL
fjmg0_sx281,AHBagsysywDLMKMIsKJLHJgsLMvAbgLuSwtLyLiLtaJtIrbgagIrJL
fjmg0_sx371,IagDbeaDCbEDeaDLhysyLkwLhbnJLMAbgeDQtrLhwJDbnJLCagIwLzrUJL
fjsj0_si1484,lnrIeaBJUFBgamDnJLJysyLArUnbntLMrLMKAIsyPyUNJNJL
fjsj0_si2114,JLMsLhwyKwUJnsnLDCDQBcLDCybnLlcFwULMagJL
fjsj0_si854,wLMAvrLzKzwDLMwrnbnLJiwUJagwULkrnrLhDwDwQtnwLJUL
fjsj0_sx134,uwUJMwCIwLzbswDTyPnIswrEDagJNCcgDLJLUwJLQnDLkwDCcgbDCyL
fjsj0_sx224,vgLuwDUzrIwLzIwLMJNL
fjsj0_sx314,wDJLHyLlhcBSIrCaIwLzwnDIgnJUrSwLhyEDnbcwDyLtSaISnBtwnrL
fjsj0_sx404,haIrLhrIrwLHsLHIrwDByUwDwLhwsLHcgLHtgrL
fjsj0_sx44,lhbUJAcLhaecLALhysDwnrLMsDyELJLHarLML
fkms0_si1490,HIvbLHJcLScnUJIgaIwLMLHgvbnLHJwLSwJLzKFgcJLML
fkms0_si2120,vyLHBagwUJLMJLlDhwnDwbsbnmwLkLnQrtNMsgBDgsnKwLHLwUlUcScLwDEL
fkms0_si860,lPUwDLDtHBFPwLkwLlByQJwQnbLDJwDJUwUJULHcwFBcJwJLwBgnatJL
fkms0_sx140,bnLurLABLitIFLHIagLAJaracwDylQwDBPByLwJLKwLhwmwL
fkms0_sx230,cBbaBySBsyvyrLrLlhcIgsKJIBaBagcUJUJLaBrnrcJL
fkms0_sx320,lwDwyrJwDwDLuagacLkAwDCwsDaLySwtNJwDcSBSBaLAwELkwJLDLJL
fkms0_sx410,uInLhagUJtIrnKLCwBLAyLiLSwLwsCBGwDwDELCL
fkms0_sx50,AnbmwJLzIatNwLALbnHDaDCwLAcLHhbnLAJUDwLNBcLlcLHBarL
fmah0_si1289,bctUIgsyCLSwLTyUJncLMLsGarL
fmah0_si1919,bsbnQIPCDswQDwJyELDCsUJywDmnDnJUwUJNwnDBsTDcBGsUyL
fmah0_si659,vHwUJswJLMIywUJwUcBceFcDLATBbmyLMJLCbnLDCwUJUIsgLwLDbgnaJUtwUNncDLvysJLMywDbnwL
fmah0_sx119,lwLDwswJLABaeFBwJMyLAMInbgLAwLkQBwtwDwLHAaBcLzUyL
fmah0_sx209,CgLAcLAbBbnILhlwLhbgvQIwDCBaBaBSBwtNLAIgGbagcDUJL
fmah0_sx29,vbaQLuIbsgLkLHsLAwLHnbLwtLHwLMbgsmwnwUJL
fmah0_sx299,JnbgDyELIsywCwUJcLHaLhDnrbIagnCaDvabeByEL
fmah0_sx389,HlFsnbcDnwLhbsLAvbabaJNUwDrIrIPCncFLAvwLAMtyJbagLDwL
fmml0_si1040,SCDagLwnwDEDbgIyPwUJwDLkncnBcLDLzLbwDnwDgLAJLMiswEBwDLkbEDLzrwJBaLKrIyL
fmml0_si1670,HgbLDcLhwJLJDwJvcFcQIwvKAynrLagnJLlsLMbgaLbswDyEDBgvyBL
fmml0_si2300,CaCcsSBwUJLwJgLrDJceatSwLArIyEybacJwLkyL
fmml0_sx140,vbgDrLAaBLiMIrFBLHamnLAJgrIgcDyDCwDBgswLkJLiKwLyLwL
fmml0_sx230,lcBgaeaByPSBsvAvnrLwLIbgbKJKMagIgcJUJHaBgnrJML
fmml0_sx320,wDEnIwnJwDgLegaDLCbEDeagaDLhyIwQlwDBaLAEDLwJLMJnDLJL
fmml0_sx410,AIsLDLHhgDJtInKJLDeaIcLAyLyLizSyLbsEBCBaIEDB
fmml0_sx50,AvbmcJLMeacbtwLHbnLHbDcaDCwLHvbLbLAJDwLurIbLlcLHABarL
fnmr0_si1399,lLlnJwJgsDyIwFByswLuJUwJLMLbJUwLbDUwLMywybFQrIDCLhacBclwnwLuAaBaeCaIsKDcFCbDLDL
fnmr0_si2029,swEDeLMcQcLAaLAbsDmCwDLMwsvwUJtBSBFBGsgJL
fnmr0_si769,JcFwJgLMwLkIgsSwQNBnagaDKwLhrLhaBaBL
fnmr0_sx139,lwLhaELcBcFBScJLHBcnJUcLCaBGJwLiKPSsmwLDwbwbmlwKFaraIrL
fnmr0_sx229,agywPBcLAwEtaIaeCPCLHBGgCcDLMJML
fnmr0_sx319,cLkwLDLAucFLMLAgagsLkBysLbecCDLCaBLktJtNIwQwtagagCETyagrDCD
fnmr0_sx409,yLMyEJLhwCsLziLDCgLBybsELAIyJwJLMIrEyLtNLICrIgELATwBcJBsyL
fnmr0_sx49,NwLMJtSgIgBgLkLaDcDLMHtBaetLMnsyScBDnbQLKcLhBsyEyEL
frew0_si1030,HIwyDyLwtgrLAIrnLlLrUJL
frew0_si1280,lwJKunBLMtrJKaecScLHtrQIgmIeCBJULMJbnLJUByLtaBceLHrLAnwLAKwDEL
frew0_si1910,vyBwQLkwDLhIyLNtwlwDCgbgDswEBLAcDLwDwEyL
frew0_sx110,lLhnwJLtcwBrIDwJLUcJaBQwLAJLIrLHIaLSBCLJL
frew0_sx20,JKPSaBSaICDtBysUJUwSBcDcFBQCSIrBaBUJL
frew0_sx200,SIeacQLADLMHIBLhlcLaLSaLitKDlcLhBywLKrLJL
frew0_sx290,lwJLQIrFKrIrULtLcLMwPLMIrBywDLHtSaICwLkMwQtIrLrUJLhnwLyLhagrL
frew0_sx380,SBgwLMIaILzCcDysytrUwLMLAuagIrLhwLiLJL
fsem0_si1198,wvwUagnDJLhagagwEDEDEL
fsem0_si1828,bagKJBysyLUQmwsJwnwmDvyLkwLJBsyLHhBsFwLJcFKiIGFBybwDQtMwnDQBDwDnDTytMwLagaL
fsem0_si568,bFIagyDwUlwLAbnLBJLJbabaBvcDcLAIncKJLMrcDECagDSBaDuBncLlnrL
fsem0_sx118,AMKDCLDgagDaDwswDLIsmwyEbnDLJnDreBaIwLMLhHBaBL
fsem0_sx208,IaLUJnbnLhacLlcLHacDnwDLJLMunLJLUwJLIgsLATyJL
fsem0_sx28,HsgwLhlwnwLkaILtUOFSIDLkebaDcQLbcJUJUJLJL
fsem0_sx298,aLuInmcDcaLhagLlyKJKwPsyUJwDLmyBQrwLiKaIagrLMJLJL
fsem0_sx388,vHrIagnmvbgDwbnbnbsLJtHScDnQrwLlcwLhHInrIrCnLMIwLHInKrwLingyDUzwUJL
majc0_si1946,HlBIgcJtBcDCLHIaeLhBcCScULhgDCDFaFCysyDJaBtLMtL
majc0_si2095,CgLkbsnLkwmwLCDvyBlswQLMPOPLurIsLmsLKiL
majc0_si835,JsFBULBCcDiKwLlwUJLMwFBDncJcJtnrsyEwLHlcmwLMJwLkwtrDLhIgbDLwJsgFBUCwLziKnL
majc0_sx115,lynCDBcCLkwLHAMswLJwyLAIaLHBcJULaBcLuBcBL
majc0_sx205,lcFBcLMnrIswLHrJDIbeBarIrLAJLHhnLwLMPFLhswLuFQCwmDaGaSrLmrJKJtL
majc0_sx25,aFBDBwBlBaGaGsnrwUJBcFBLCwFBywDrnrJL
majc0_sx295,wtLAbrIeBLAcecmJLMCaIeavLvbQrIsDKtKrICymsEDwLMsywrwPL
majc0_sx385,vwKiKFBLrtnFBLngwUwtwLSIrLhrFLAwDL
mbdg0_si1463,SwLAbnDbvBSBgQIrICLCbLAJwCagJUJwLJwLAJLhnLMkwLkwQgyTyDEL
mbdg0_si2093,vywLlnDatrILMywUFDnbJLMwDClwkwlcSBnblwrLSwLiMSwJLAgDwDLlwDPUyEybJLMwL
mbdg0_si833,ABgnJLHrJKcDCBJnBLCwDiKMwcL
mbdg0_sx113,cCBcJLMLmarIbcLkwDCwDwJLAuwLktLurLhbgbLAL
mbdg0_sx203,lwLAagaUSynwDLDlnmLhILHBywLwKraIrL
mbdg0_sx23,lnFwULCywUwsKwDUJvHaICcDCgULCaIQhBJLBwL
mbdg0_sx293,HBSByJLJvsLktwJLMrIyLMswLhBLABavgLlwlwLAByDEwrUKiKtrCLCysEyL
mbdg0_sx383,lwLAaIrLHwLABysDrKibcCLHPLuaraIynDaIBIgaL
mbns0_si1220,lsaeaBJFcBScDCcaDysywLHIwJLkyKzwDJwLiKTrLUyL
mbns0_si1850,lcLuwLlDCaIFcLMyTPCacLhGwAL
mbns0_si590,HIwLzwJLMJcADBUcDtnrswsUJUaclhcCFJLAaCcDCnbLlwLcQHIrIrLAHIaeaJwDELJL
mbns0_sx140,bsnLurLABLtIBLHIaDmBcLJaIracgcDyQDByLwJLIwLhwLMwL
mbns0_sx230,HcBeBySsvywrLHcLIbKaBSagUaBsnrUJL
mbns0_sx320,lwDwrJwDwLuagLCysDaLhySLMwDCSaBLAwELwJLMwDLJL
mbns0_sx410,uInsnwLhagwUJtInKiKDwFBLTyLiKLSyLMksCaIDwEL
mbns0_sx50,AbLwJLMIatwLAuyLAwDaeaCwLAbLhbLALDwLABcLlcLHScBSrLrL
mbwm0_si1304,wPSwJwLAJLHcFPUJLMPBcvaBcLhBacJcLyLubnKJKLzKwnwL
mbwm0_si1934,SsmcBlBFcSagaBL
mbwm0_si674,lwJwJDlwnwJLHnLMHsmrLMHnwLHwLKJLHwrIywDLMJLNnQIySacDwJLMcLhywLHALMwJLHwDLvL
mbwm0_sx134,MwJnwCLQrwDznbsgDEwSrmrDCgJLCacDJLJcJLHnwDwDCgbCwyL
mbwm0_sx224,vbLumwywmyKrwDLkrnrIrwDLHJL
mbwm0_sx314,tJLHyLHBcSaCaILiKnDrwKJlrLhyDwPwDysyLtrSFBtHrnrL
mbwm0_sx404,HhaIrLhrDCLHswLHIrIwDByLJQlcLhwsLhcaDtHagararIrL
mbwm0_sx44,HbJLAwLHtFBFBcLAwDLywDwDrLAsDyEDJLHaIrL
mcsh0_si1549,TzFaBFKwmFcQBgcLDCyLkwPcgnLMkL
mcsh0_si2179,CgbCDCclnrDnQrIrSaLMJKLCsyvAMzLtL
mcsh0_si919,gaQlywJKBywlwLhIgskcBLHsnrvbnULCwDynwLzncnJLCSCcLJLMcCsLMwlrDwPJwLKPSGsKwDHL
mcsh0_sx109,vKyKJKBnLMwDJLhIgyDbwvrIswELAtBFaBaFBCDCJKJLMyLJKiKBScBLHL
mcsh0_sx19,aBSBFCBcBFcCDJFBQrISnrLAnbDatJDLhytBwDUzyvskL
mcsh0_sx199,TcbcDBEDLiKFBFLIrIrDEKwmwCaGsLmsyLAJLhHFKrLMPLAwDLMsyLzwJLzwUyUwJL
mcsh0_sx289,ScnlrLHrIPtLDuSBSBagaKwPwUrQrsyTyJKJLtBSBwDJybemBaBvLBL
mcsh0_sx379,lLHsybCBELuswswUKLIgQyEBgnJDUFcDtNrIwULkyTyJMkL
mdlf0_si1583,JtISGcDJiKIbmnLABSwUcCbScUrInLAMCwDLksKwCEL
mdlf0_si2213,JcCPLhcmySwQDFBQBSagsJwUJL
mdlf0_si953,vwJLMaIswDUwQHnLMJMPIyUwDCUJtrIrLHIrUJwJLMyDJaFBFaDEwCDnrmInJwLuwsKCLJUJL
mdlf0_sx143,lwJbeaCDcFQLzwDrntIrULhTPQaBJLAwrwLlynbDLMFBGBL
mdlf0_sx233,vtvagBSsbwDtIyPSsCyDwJsCDQJNJnswEL
mdlf0_sx323,kctaLQHrQInDwDLlknFCtrCraIgnQyDaDCtMagCDEL
mdlf0_sx413,btMyJSymyKDymcBLNJHSGDJLuaItICbLiLMrJKJLrL
mdlf0_sx53,TylwJcCLhBDQBLAbnIsyBnrIyLHwDELMsyDJLJcCLSBJL
mdls0_si1628,NwUJUwCgvAbwDBsgLzirvTwDQtacDLkswQCnmwDcLUJGcLkSBgsyL
mdls0_si2258,TPwgbcvaGIsySLSIyTywycBL
mdls0_si998,ATubnLMsNMIgnQtLMBamBDL
mdls0_sx188,vBaBaNrmIagnJycDBwQBwmnmwLAJLnbDJwLAbegacL
mdls0_sx278,MwtIcmlrnmswULHtnJLMyLKMyLAsyKBysySIyLJNtcSaBJLtKyLzKaImIBL
mdls0_sx368,BaGswJLvAacJLMwswDysymwLkBbgLuBcFcFQJLMLhyLMcDLHyBynBwLwLML
mdls0_sx8,vASgsyubnBaISaIrIsyBQurJMBysagcCDJL
mdls0_sx98,AunJLwLABSnLiKwDwtcDBybnbJrL
mdvc0_si2174,avLKbmbeBeLHLrLvyJOsnLkL
mdvc0_si2196,vcLHrtIbgKwDncLhIaeaLCDQCywUJLAuwLDwEDbwDLAbCwUDCagDcFScJDLMwLhyJLDyUJLMkbLHMAL
mdvc0_si936,aBagDysEDAaBlcLMyJLCwsLMsLAyTynrIraIaICSaIrIrL
mdvc0_sx126,aImwtwKiBcBybwDLMvnBcLzwDJwmwUJtrISIywBL
mdvc0_sx216,lcJLCaBLhBGSGgwLHcwLMcSaICaDcvFBcLAL
mdvc0_sx306,gbcLiKiuyFcUcDcQtKyTPSLSBcBLhyLAeaCLzKzbDrIaeBJLJL
mdvc0_sx36,AFBGLlcCaBJLMwLAaeaBLHBwKPaImIwnJULlcLMswDLHaeaLHtuwPBnrmwyL
mdvc0_sx396,NwtwKLHhyLubDLMJcByLMtIgbDbLASByaDBJrItcJcQlcJLDCaBGsLAL
mers0_si1019,kLlnCDLDyPwLMwQwLArwLMIrIyLSrIrtrLMKwPwULHAFcLIrCDLUJL
mers0_si1649,wLMJctIaICbeBgcLsyLvTywDbeBFBL
mers0_si497,MwJLHBSgsLlwUJagecDQLJULlcLHvacLcJLMcBGBagsLlwLiKwBUrwDLbDkrarLknLAILwQbgbLJkLDL
mers0_sx119,lwCDCwJLAaGFBLSwUIyLMIbLMwLkLSctNcDcCLHaBcLzyL
mers0_sx209,CgLABcBLABSBGwLlcLhnLkIwCDSaBLSNLArIsgneDLJL
mers0_sx29,vcLhDLuIswLwLHwLwLHbLAcLHMLHMsmFcDJL
mers0_sx299,KiKsQwELAIrsysCDCwUwLHaLHwBIragmcCSaCDCvegBSGyEL
mers0_sx389,lCQmsbecDwLhsLvbeaJLTuwDCIwCcFLAwLMIyJvgwLkL
mgjf0_si1901,tLMLacSICDQIysyJLMBsmwLAHIaJLMwLCImQwDEwBgwLASsrLJUL
mgjf0_si641,tLABnQrBgLJaDJULtrAFQcBwLABGswELtMIbgnLzLJaDEDJLcBmBLMPCBcLMrCbgbmHnLAkL
mgjf0_si776,kwDagacLMIgTaIrDLMPyLMibgsLML
mgjf0_sx101,tLtLAwDrLrIDLiFLkwDLkMnLAvIswLMrLABbKrCKJtrIaBvaBcmnswJUL
mgjf0_sx11,vySBaBbaeaInIrBagL
mgjf0_sx191,SwJLMIaeaBtcFcDybLATwUsKDUwLSGagDJL
mgjf0_sx281,NLtLAHaIysDLiMIwnKiLHBsLMbwLASwNLHysLiLHhaBaJtrIeaIrJL
mgjf0_sx371,tLIgDCDbeaCsgDabLHymwLhQnbnKJLMgCLtHrLhwUDcJLCrLkrUJUL
mglb0_si1534,wUwLhyLAucncUcCgnJBaBQcDCBnDnJLJlwLlwvnrLuIrUcDCgbtwsyJUL
mglb0_si2164,MNsLAuwnQTwJcnBNbL
mglb0_si904,vyLHwrwLwvswLkwCLuIbDkwUInIFcLkMAIbLAJLAwCwLkwLQyTyTPFcLunbDLhBcBL
mglb0_sx184,lwLAbLMJLCybeaeaBaBSwJvrLMJLgyTwrwUJL
mglb0_sx274,ABwtScJwPLhcQwFBcLzrIywJLcJcagwKL
mglb0_sx364,TyLiKwDLMgwCBywDLAcCBaBJLABcDCJcgcnmwLSwQNcLhIwLkaDclDyvyELEJwULJDLhHargwLML
mglb0_sx4,iKzwyDCswrnrDCSaICLhCBcLDyLhcFSaSrLAHwEDEvaeagLkL
mglb0_sx94,TcDJLUJwUBFctQtLAaCcLAnbDLkywJLKIyLJUL
mgwt0_si1539,JtJtwJLJLHvaDCBLvwCbUzUyJLbLuwrLktSBaIaIwLML
mgwt0_si2169,tJLvLvLtLcLJLMsnwrUKzJLkwUJwLtyLiKeaIywDCagLuIrIyEDLkIbeagLHJULHvbrLkrIaeCDLvrmIwDFcDL
mgwt0_si909,JLAcDLHBJrIyIyLMgnrCnDLkwLJwLAJLytagQBPBwPcCDCUJaDCgarvaIgsUJDCL
mgwt0_sx189,MwJLMIGsbnQIytJtgeBIwBwsmwLMcCgsaFagamnLJL
mgwt0_sx279,nbeBcJwUJcLhwBcLvyLPSBSrLASwNMaeaLJwcLlHrQwsKwDLtNtLwUJUDFBLSIwLQlwsyvysyL
mgwt0_sx369,lLhgagaLHsyLHrmFQtwLcBwQyDCIrcCDTrIFeBLJL
mgwt0_sx9,tLBSBSwnrSrIyBSBQBgFSByCrIFBSsL
mgwt0_sx99,CymysQFcaJcUJgsbmySwULhwysyJLHaDcvgnImIarLAyJULAL
mjar0_si1988,vaeaUwJLMInwLAuyPBPFBtaBrtsnrL
mjar0_si2247,SyLADnJDByTwrKwnwcL
mjar0_si728,HABFBFLJybLHBUJwyDwJrIcLHNtIrLMtaBQDCnDngnLJLMIsysyDeCDCwDwLASBaSBFBL
mjar0_sx188,ASatNrIgwUlNywcnDCBCcCwLwLnsnLHtbDJwLAaeBacDCL
mjar0_sx278,MwtIrlswJLHIwJLMyKiAvTywLAsKzBPByswIyLJcSaBJLMIyLzKwrDeaBL
mjar0_sx368,aGIyJLAagagJLMwCDyDLwLhBbgnLABcFcFULMwLhyLAcELHNyByBwLuTwDwL
mjar0_sx8,BSgTyTnBrSrsyGFQrJwBybgsDcaCDUJL
mjar0_sx98,uzcnJwLASKiwDEtAIcCEDybDJrCL
mjfc0_si1033,DwtLkarLAsCDLwsSBPULHrL
mjfc0_si1663,vyLJnacLvyJMacLHvnsnBtsJKJnmcSwDLDFBFBL
mjfc0_si2293,HlPBcUJSrJLHIncKBylcSBcDUJnwkGaBclwLuIrIcDcLJLBgatLknLkBaemwJLMJML
